0.00264, 6.15
0.12656, 0.0
0.00105, 10.52
0.12656, 0.0
0.12656, 0.0
0.0053, 19.64
0.00305, 13.11
0.12656, 0.0
0.12991, 0.06
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.03984, 2.34
0.00196, 24.93
0.12656, 0.0
0.43327, 3.07
0.09393, 1.28
0.00441, 17.99
0.43473, 1.83
0.33061, 10.96
0.12656, 0.0
0.12656, 0.0
0.00197, 25.76
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.00107, 8.68
0.01088, 8.38
0.12656, 0.0
0.54676, 7.48
0.00326, 17.3
0.84922, 3.76
0.12656, 0.0
0.02836, 24.9
0.12656, 0.0
0.12656, 0.0
0.06021, 2.13
0.12656, 0.0
0.12656, 0.0
0.00649, 14.42
0.12656, 0.0
0.12656, 0.0
12.20669, 40.03
0.05968, 2.13
0.12401, 1000.1
0.05574, 1.12
0.13999, 0.4
0.12656, 0.0
0.15981, 1.18
0.12656, 0.0
0.12656, 0.0
0.00455, 9.06
0.12656, 0.0
0.00203, 7.43
0.12656, 0.0
0.05949, 5.17
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.00661, 2.41
0.00154, 17.59
0.12401, 1000.1
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12401, 1000.1
0.12656, 0.0
0.00977, 19.02
0.12656, 0.0
0.24506, 4.03
0.12656, 0.0
0.00546, 26.05
0.12656, 0.0
0.12656, 0.0
0.02462, 60.17
1.69745, 7.93
0.12264, 0.54
0.12656, 0.0
0.3276, 8.42
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
1.91458, 35.05
0.00157, 10.85
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.33187, 6.75
0.04179, 15.1
0.00227, 19.34
0.00364, 14.11
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.00413, 5.24
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.38315, 5.35
0.12656, 0.0
0.08471, 1.21
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
1.34547, 5.05
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
5.7899, 13.35
0.11842, 0.44
0.05272, 1.54
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.00405, 6.31
0.12656, 0.0
0.00682, 16.13
0.12656, 0.0
0.12656, 0.0
0.10793, 0.4
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.05574, 1.12
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
12.48889, 36.07
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.0035, 9.03
0.49176, 9.88
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.00247, 57.01
0.0559, 1.52
0.00518, 17.2
0.12656, 0.0
0.36786, 1.91
0.12656, 0.0
0.00137, 14.62
0.12656, 0.0
0.08885, 0.56
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.13206, 0.55
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
45.13981, 19.45
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.00693, 2.61
0.12656, 0.0
0.10863, 0.39
0.12656, 0.0
0.12656, 0.0
0.00065, 19.49
0.12656, 0.0
2.7145, 7.09
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.01459, 1.77
0.12656, 0.0
0.00154, 7.89
0.12656, 0.0
0.12656, 0.0
0.01272, 3.04
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.36102, 4.6
0.12656, 0.0
0.01944, 3.14
0.12656, 0.0
0.57734, 2.29
0.12656, 0.0
0.12656, 0.0
0.00627, 15.8
0.12656, 0.0
0.12656, 0.0
0.06274, 0.38
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
0.12656, 0.0
